REKENING LAMA,REKENING BARU,NAMA REKENING BELANJA DAERAH,KODE KOMPONEN,TA,B1,B2,JENIS,FORMULIR
5.2.02.19.01.0006,5.2.02.19.001.00006,Belanja Modal Peralatan Olahraga Lainnya,1.3.02.19.01.0006,2026,#REF!,,SSH,5.2.02.19.001.00006 - Belanja Modal Peralatan Olahraga Lainnya
0,5.2.02.89,Belanja Modal Peralatan dan Mesin BOSP,,2026,,,,5.2.02.89 - Belanja Modal Peralatan dan Mesin BOSP
5.2.02.89.01,5.2.02.89.001,Belanja Modal Peralatan dan Mesin BOSP-BOS,,2026,,,,5.2.02.89.001 - Belanja Modal Peralatan dan Mesin BOSP-BOS
5.2.02.89.01.0001,5.2.02.89.001.00001,Belanja Modal Peralatan dan Mesin BOSP-BOS Reguler,no code,2026,,#REF!,SSH,5.2.02.89.001.00001 - Belanja Modal Peralatan dan Mesin BOSP-BOS Reguler
5.2.02.89.01.0002,5.2.02.89.001.00002,Belanja Modal Peralatan dan Mesin BOSP-BOS Kinerja,no code,2026,,#REF!,SSH,5.2.02.89.001.00002 - Belanja Modal Peralatan dan Mesin BOSP-BOS Kinerja
5.2.02.89.02,5.2.02.89.002,Belanja Modal Peralatan dan Mesin BOSP-BOP PAUD,,2026,,,,5.2.02.89.002 - Belanja Modal Peralatan dan Mesin BOSP-BOP PAUD
5.2.02.89.02.0001,5.2.02.89.002.00001,Belanja Modal Peralatan dan Mesin BOSP-BOP PAUD Reguler,no code,2026,,#REF!,SSH,5.2.02.89.002.00001 - Belanja Modal Peralatan dan Mesin BOSP-BOP PAUD Reguler
5.2.02.89.02.0002,5.2.02.89.002.00002,Belanja Modal Peralatan dan Mesin BOSP-BOP PAUD Kinerja,no code,2026,,#REF!,SSH,5.2.02.89.002.00002 - Belanja Modal Peralatan dan Mesin BOSP-BOP PAUD Kinerja
5.2.02.89.03,5.2.02.89.003,Belanja Modal Peralatan dan Mesin BOSP-BOP Kesetaraan,,2026,,,,5.2.02.89.003 - Belanja Modal Peralatan dan Mesin BOSP-BOP Kesetaraan
5.2.02.89.03.0001,5.2.02.89.003.00001,Belanja Modal Peralatan dan Mesin BOSP-BOP Kesetaraan Reguler,no code,2026,,#REF!,SSH,5.2.02.89.003.00001 - Belanja Modal Peralatan dan Mesin BOSP-BOP Kesetaraan Reguler
5.2.02.89.03.0002,5.2.02.89.003.00002,Belanja Modal Peralatan dan Mesin BOSP-BOP Kesetaraan Kinerja,no code,2026,,#REF!,SSH,5.2.02.89.003.00002 - Belanja Modal Peralatan dan Mesin BOSP-BOP Kesetaraan Kinerja
0,5.2.02.99,Belanja Modal Peralatan dan Mesin BLUD,,2026,,,,5.2.02.99 - Belanja Modal Peralatan dan Mesin BLUD
5.2.02.99.99,5.2.02.99.099,Belanja Modal Peralatan dan Mesin BLUD,,2026,,,,5.2.02.99.099 - Belanja Modal Peralatan dan Mesin BLUD
5.2.02.99.99.9999,5.2.02.99.099.09999,Belanja Modal Peralatan dan Mesin BLUD,8.1.02.99.99.9999,2026,#REF!,#REF!,SBU,5.2.02.99.099.09999 - Belanja Modal Peralatan dan Mesin BLUD
0,5.2.03,Belanja Modal Gedung dan Bangunan,,2026,,,,5.2.03 - Belanja Modal Gedung dan Bangunan
0,5.2.03.01,Belanja Modal Bangunan Gedung,,2026,,,,5.2.03.01 - Belanja Modal Bangunan Gedung
5.2.03.01.01,5.2.03.01.001,Belanja Modal Bangunan Gedung Tempat Kerja,,2026,,,,5.2.03.01.001 - Belanja Modal Bangunan Gedung Tempat Kerja
5.2.03.01.01.0001,5.2.03.01.001.00001,Belanja Modal Bangunan Gedung Kantor,1.3.03.01.01.0001,2026,#REF!,,ASB,5.2.03.01.001.00001 - Belanja Modal Bangunan Gedung Kantor
5.2.03.01.01.0002,5.2.03.01.001.00002,Belanja Modal Bangunan Gudang,1.3.03.01.01.0002,2026,#REF!,,ASB,5.2.03.01.001.00002 - Belanja Modal Bangunan Gudang
5.2.03.01.01.0003,5.2.03.01.001.00003,Belanja Modal Bangunan Gedung untuk Bengkel/Hanggar,1.3.03.01.01.0003,2026,,,ASB,5.2.03.01.001.00003 - Belanja Modal Bangunan Gedung untuk Bengkel/Hanggar
5.2.03.01.01.0004,5.2.03.01.001.00004,Belanja Modal Bangunan Gedung Instalasi,1.3.03.01.01.0004,2026,,,ASB,5.2.03.01.001.00004 - Belanja Modal Bangunan Gedung Instalasi
5.2.03.01.01.0005,5.2.03.01.001.00005,Belanja Modal Bangunan Gedung Laboratorium,1.3.03.01.01.0005,2026,#REF!,,ASB,5.2.03.01.001.00005 - Belanja Modal Bangunan Gedung Laboratorium
5.2.03.01.01.0006,5.2.03.01.001.00006,Belanja Modal Bangunan Kesehatan,1.3.03.01.01.0006,2026,#REF!,,ASB,5.2.03.01.001.00006 - Belanja Modal Bangunan Kesehatan
5.2.03.01.01.0007,5.2.03.01.001.00007,Belanja Modal Bangunan Oseanarium/Observatorium,1.3.03.01.01.0007,2026,,,ASB,5.2.03.01.001.00007 - Belanja Modal Bangunan Oseanarium/Observatorium
5.2.03.01.01.0008,5.2.03.01.001.00008,Belanja Modal Bangunan Gedung Tempat Ibadah,1.3.03.01.01.0008,2026,#REF!,,ASB,5.2.03.01.001.00008 - Belanja Modal Bangunan Gedung Tempat Ibadah
5.2.03.01.01.0009,5.2.03.01.001.00009,Belanja Modal Bangunan Gedung Tempat Pertemuan,1.3.03.01.01.0009,2026,,,ASB,5.2.03.01.001.00009 - Belanja Modal Bangunan Gedung Tempat Pertemuan
5.2.03.01.01.0010,5.2.03.01.001.00010,Belanja Modal Bangunan Gedung Tempat Pendidikan,1.3.03.01.01.0010,2026,#REF!,,ASB,5.2.03.01.001.00010 - Belanja Modal Bangunan Gedung Tempat Pendidikan
5.2.03.01.01.0011,5.2.03.01.001.00011,Belanja Modal Bangunan Gedung Tempat Olahraga,1.3.03.01.01.0011,2026,#REF!,,ASB,5.2.03.01.001.00011 - Belanja Modal Bangunan Gedung Tempat Olahraga
5.2.03.01.01.0012,5.2.03.01.001.00012,Belanja Modal Bangunan Gedung Pertokoan/Koperasi/Pasar,1.3.03.01.01.0012,2026,#REF!,,ASB,5.2.03.01.001.00012 - Belanja Modal Bangunan Gedung Pertokoan/Koperasi/Pasar
5.2.03.01.01.0013,5.2.03.01.001.00013,Belanja Modal Bangunan Gedung untuk Pos Jaga,1.3.03.01.01.0013,2026,#REF!,,ASB,5.2.03.01.001.00013 - Belanja Modal Bangunan Gedung untuk Pos Jaga
5.2.03.01.01.0014,5.2.03.01.001.00014,Belanja Modal Bangunan Gedung Garasi/Pool,1.3.03.01.01.0014,2026,#REF!,,ASB,5.2.03.01.001.00014 - Belanja Modal Bangunan Gedung Garasi/Pool
5.2.03.01.01.0015,5.2.03.01.001.00015,Belanja Modal Bangunan Gedung Pemotong Hewan,1.3.03.01.01.0015,2026,,,ASB,5.2.03.01.001.00015 - Belanja Modal Bangunan Gedung Pemotong Hewan
5.2.03.01.01.0016,5.2.03.01.001.00016,Belanja Modal Bangunan Gedung Perpustakaan,1.3.03.01.01.0016,2026,#REF!,,ASB,5.2.03.01.001.00016 - Belanja Modal Bangunan Gedung Perpustakaan
5.2.03.01.01.0017,5.2.03.01.001.00017,Belanja Modal Bangunan Gedung Museum,1.3.03.01.01.0017,2026,,,ASB,5.2.03.01.001.00017 - Belanja Modal Bangunan Gedung Museum
5.2.03.01.01.0018,5.2.03.01.001.00018,Belanja Modal Bangunan Gedung Terminal/Pelabuhan/Bandara,1.3.03.01.01.0018,2026,#REF!,,ASB,5.2.03.01.001.00018 - Belanja Modal Bangunan Gedung Terminal/Pelabuhan/Bandara
5.2.03.01.01.0019,5.2.03.01.001.00019,Belanja Modal Bangunan Pengujian Kelaikan,1.3.03.01.01.0019,2026,,,ASB,5.2.03.01.001.00019 - Belanja Modal Bangunan Pengujian Kelaikan
5.2.03.01.01.0020,5.2.03.01.001.00020,Belanja Modal Bangunan Gedung Lembaga Pemasyarakatan,1.3.03.01.01.0020,2026,,,ASB,5.2.03.01.001.00020 - Belanja Modal Bangunan Gedung Lembaga Pemasyarakatan
5.2.03.01.01.0021,5.2.03.01.001.00021,Belanja Modal Bangunan Rumah Tahanan,1.3.03.01.01.0021,2026,,,ASB,5.2.03.01.001.00021 - Belanja Modal Bangunan Rumah Tahanan
5.2.03.01.01.0022,5.2.03.01.001.00022,Belanja Modal Bangunan Gedung Krematorium,1.3.03.01.01.0022,2026,,,ASB,5.2.03.01.001.00022 - Belanja Modal Bangunan Gedung Krematorium
5.2.03.01.01.0023,5.2.03.01.001.00023,Belanja Modal Bangunan Pembakaran Bangkai Hewan,1.3.03.01.01.0023,2026,,,ASB,5.2.03.01.001.00023 - Belanja Modal Bangunan Pembakaran Bangkai Hewan
5.2.03.01.01.0024,5.2.03.01.001.00024,Belanja Modal Bangunan Tempat Persidangan,1.3.03.01.01.0024,2026,,,ASB,5.2.03.01.001.00024 - Belanja Modal Bangunan Tempat Persidangan
5.2.03.01.01.0025,5.2.03.01.001.00025,Belanja Modal Bangunan Terbuka,1.3.03.01.01.0025,2026,,,ASB,5.2.03.01.001.00025 - Belanja Modal Bangunan Terbuka
5.2.03.01.01.0026,5.2.03.01.001.00026,Belanja Modal Bangunan Penampung Sekam,1.3.03.01.01.0026,2026,,,ASB,5.2.03.01.001.00026 - Belanja Modal Bangunan Penampung Sekam
5.2.03.01.01.0027,5.2.03.01.001.00027,Belanja Modal Bangunan Tempat Pelelangan Ikan (TPI),1.3.03.01.01.0027,2026,#REF!,,ASB,5.2.03.01.001.00027 - Belanja Modal Bangunan Tempat Pelelangan Ikan (TPI)
5.2.03.01.01.0028,5.2.03.01.001.00028,Belanja Modal Bangunan Industri,1.3.03.01.01.0028,2026,,,ASB,5.2.03.01.001.00028 - Belanja Modal Bangunan Industri
5.2.03.01.01.0029,5.2.03.01.001.00029,Belanja Modal Bangunan Peternakan/Perikanan,1.3.03.01.01.0029,2026,#REF!,,ASB,5.2.03.01.001.00029 - Belanja Modal Bangunan Peternakan/Perikanan
